60,2017-02-28 15:52:37,13,en,2017-02-28 15:19:43,2017-02-28 15:52:37,Canada,,Yes,Doctorate,Other,Biophysics,"Engineer Physicist; SpringSource Certified Engineer (software), Ph.D. in Physics and Math.",10 (all my time),Prefer not to answer,2,8,1 (never),2,25,Prefer not to answer,4,Prefer not to answer,0%,No,Yes,No,Yes,No,No formal methodology,,No,,University,,Senior Research Associate (Software Engineer),Other,Bioinformatics and Computational Biology,Full-time,,Yes,,,,Yes,Yes,No,Yes,Prefer not to answer,Yes,"COMBINE and HARMONY workshops (BioPAX related), ISMB...",5 (Always),"Github, Sourceforge, Google Code (obsolete), Bitbucket, OSSRH, Central Maven",Prefer not to answer,"fundamental interdisciplinary scientific background, Java and Javascript programming","supercomputing, no-sql, AI...","VIM, JetBrains IDEA, Google Chrome",GNU/Linux,,GNU/Linux,,"Java, Javascript, shell (bash)",No,No,No,Yes,Yes,No,Yes,,Yes,Software,Yes,Prefer not to answer,No,Prefer not to answer,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,No,No,No,No,No,Yes,NIH,Yes,I'm not familiar with CAF,Google,
61,2017-02-28 15:31:25,13,en,2017-02-28 15:22:56,2017-02-28 15:31:25,Canada,,Yes,Bachelors Degree,Information technology,,,8,1 (never),8,2,2,2,34,Yes,2,3-5,75%,No,Yes,No,Yes,Yes,Scrum,,No,0,University,,Senior Software Developer,Information technology,,Full-time,,Yes,,,,Yes,No,No,No,No,Yes,CANHEIT,4,,1 (Never),"- business / requirements analysis
- communication
- writing easy to read code",,"- github
- ansible
- jira",Mac OS,,GNU/Linux,,"- java
- python
- javascript",Yes,No,No,No,No,No,No,,Yes,Software,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,,Yes,No,Yes,No,No,No,No,No,,Yes,Yes,,
62,,7,en,2017-02-28 15:33:46,2017-02-28 15:37:50,Canada,,No,Masters Degree,Biomedical engineering,,,1 (never),10 (all my time),1 (never),1 (never),10 (all my time),1 (never),8,Yes,,Just me,25%,No,No,Yes,No,Yes,Waterfall,,No,,University,,,Information technology,,Full-time,,Yes,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
68,2017-02-28 16:48:36,13,en,2017-02-28 16:36:48,2017-02-28 16:48:36,Other,uk,Yes,Bachelors Degree,Information technology,,,8,7,6,5 (about half my time),6,5 (about half my time),8,Yes,5,6-9,75%,No,Yes,No,Yes,Yes,No formal methodology,,Yes,2,Private sector,,IT EXPERT,Information technology,,Full-time,,Yes,,,,No,No,No,No,Prefer not to answer,Prefer not to answer,,3,,4,knowing Algorithms and Data Structures and be discipline,n/a,"google cloud
jar test 
programmes language C",Windows,,Windows,,"C
JAVA
BETA",No,No,No,Yes,No,Yes,No,,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Yes,No,No,No,No,No,Yes,No,,Yes,No,,
71,,3,en,2017-02-28 16:39:29,2017-02-28 16:41:20,Canada,,Yes,Doctorate,Information technology,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
94,2017-02-28 17:26:40,13,en,2017-02-28 17:09:27,2017-02-28 17:26:40,Canada,,Yes,Masters Degree,Other,Master in Software Systems,"M.Sc, B.Tech",5 (about half my time),7,6,5 (about half my time),5 (about half my time),5 (about half my time),5,Yes,5,2,75%,No,Yes,No,Yes,Yes,Waterfall,,No,,Other,Research Institute,Programmers Team Lead,Health Sciences,,Full-time,,Yes,,,,Yes,Yes,Yes,No,Yes,Yes,"REDCap (Research Electronic Data Capture) International  conference in 2016  -  North Carolina, USA",5 (Always),The code is published to community site of REDCap consortium for other sites to use .,5 (Always),"Teaching yourself
Documentation & using best practices on code structure.
Time management is very important to the success of the project.",,"Jira
Jira stash
Git hub",Windows,,Windows,,"PHP, ASP.net , HTML, JS, JQuery, JS node",No,No,No,No,Yes,No,No,,Yes,Software,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,No,No,Yes,No,No,No,No,Institute funds,Yes,No,Insitute websites / Intranet website,
95,2017-02-28 17:15:06,13,en,2017-02-28 17:09:27,2017-02-28 17:15:06,Canada,,Yes,Masters Degree,Genetics,,,9,1 (never),9,9,1 (never),1 (never),2,Yes,2,Just me,Prefer not to answer,No,Yes,No,Yes,Yes,No formal methodology,,No,0,Government department,,Programmer Analyst,Genetics,,Full-time,,Yes,,,,No,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,,Prefer not to answer,,1 (Never),Communication Skills; Project Management Skills; Knowledge in the field,,Git; Visual Studio Code. Database Management Tools,Mac OS,,GNU/Linux,,PHP; R; JavaScript;,No,No,No,No,Yes,No,No,,Yes,Software,No,,No,Yes,Yes,Yes,No,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,,No,I'm not familiar with CAF,,
109,2017-02-28 17:31:17,13,en,2017-02-28 17:26:02,2017-02-28 17:31:17,Canada,,Yes,Masters Degree,Other,computer,,5 (about half my time),2,1 (never),1 (never),2,2,3,Yes,2,2,75%,No,Yes,No,No,Yes,Waterfall,,No,0,University,,web developer,Geophysics,,Full-time,,Yes,,,,No,No,No,No,No,No,,2,,1 (Never),,,,GNU/Linux,,GNU/Linux,,,No,No,No,No,No,Yes,No,,No,,No,,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,No,No,No,No,No,No,,No,No,,
112,,3,en,2017-02-28 17:28:36,2017-02-28 17:30:44,Canada,,Yes,Bachelors Degree,Biomedical engineering,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
113,2017-02-28 17:48:58,13,en,2017-02-28 17:38:41,2017-02-28 17:48:58,Canada,,Yes,Masters Degree,Information technology,,,8,3,5 (about half my time),5 (about half my time),2,2,20,Yes,3,3-5,0%,No,Yes,No,Yes,Yes,Scrum,,No,,Government department,,,Astronomy and astrophysics,,Full-time,,Yes,,,,Yes,Yes,No,Yes,Yes,Yes,,5 (Always),,1 (Never),Curiosity,,"IDE, git, shell",Mac OS,,Mac OS,,,Yes,No,No,Yes,Yes,Yes,No,,Yes,Software,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,,Yes,No,Yes,No,No,No,No,No,,Yes,No,,"He's real, I checked it"
116,2017-02-28 18:07:52,13,en,2017-02-28 17:52:10,2017-02-28 18:07:52,Canada,,Yes,Bachelors Degree,Other,Computer Science,PMP,9,1 (never),5 (about half my time),5 (about half my time),2,3,15,Yes,2,3-5,0%,No,Yes,No,Yes,No,Scrum,,Yes,1,Government department,,Software Developer,Astronomy and astrophysics,,Other,"Full time, but term (3 yr)",Yes,,,,Yes,No,No,No,Prefer not to answer,Yes,"It was years ago, as a student working for a professor who was working on a model to statistically sample coal composition.  (to predict usage based on that composition). He took me & the software to a conference to show it off. Since then, no.",5 (Always),GitHub.,Prefer not to answer,"1) Communication skills
2) Rapid prototyping
3) Ability to converge on a solution","1) I'd like to know a broader range of open-source tools
2) Machine Learning understanding
3) User interview techniques (as a way to converge on a solution faster!)","Selenium (for automated test)
Docker 
Travis (Jenkins in past)",Other,both Mac OS and Linux,GNU/Linux,,"Java, Javascript, Python",Yes,Yes,No,No,No,Yes,No,not sure of mobile support currently...,Yes,Software,Yes,Prefer not to answer,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,No,No,No,No,,Yes,No,,
120,2017-02-28 18:09:39,13,en,2017-02-28 17:59:31,2017-02-28 18:09:39,Canada,,Yes,Some University,Physics,,,7,6,5 (about half my time),6,4,3,10,Yes,13,6-9,75%,No,Yes,Yes,Yes,Yes,No formal methodology,,Yes,,University,,,Physics,,Full-time,,No,Yes,,,No,Yes,No,No,Yes,No,,2,,3,"Quick learner ,  got Background in Programming  , Analyze User Needs.",dont know,"programming tools like coding
performance testing tool
programmes languages",Windows,,Android,,"C , JAVASCRIPT , B",No,Yes,No,No,No,Yes,Yes,,Yes,Software,Yes,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,Yes,No,,
121,2017-02-28 18:32:42,13,en,2017-02-28 18:22:43,2017-02-28 18:32:42,Canada,,Yes,Masters Degree,Electrical and electronic engineering,,,5 (about half my time),2,5 (about half my time),2,3,3,18,Yes,4,6-9,25%,No,Yes,Yes,Yes,Yes,Kanban,,Yes,6,Non-profit,,Senior advisor,Earth science,,Full-time,,Yes,,,,Yes,No,No,Yes,No,Yes,"CANARIE Workshop
ESGF Conference
AGU
CRV
Geomatique 2016
HPCS 2015",4,"Ouranos_Inc
CRIM_ca
Birdhouse
Spark",1 (Never),"Communication
Patience
Open mind","Better presentation material
Better demonstrations
Better logs and monitors","Visual Studio 2015
PyCharm
Matlab",Windows,,GNU/Linux,,"C++
Python
Matlab
JavaScript
C
Java
Scala",Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Software,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,OGC,Yes,No,"OpenID
Google
Microsoft",
122,2017-02-28 18:33:06,13,en,2017-02-28 18:23:53,2017-02-28 18:33:06,Canada,,Yes,Doctorate,Artificial intelligence,,,7,10 (all my time),9,3,8,2,12,Prefer not to answer,2,2,75%,No,Yes,No,No,Yes,No formal methodology,,No,,University,,Research Data Scientist,Artificial intelligence,,Full-time,,Prefer not to answer,,,,Yes,Yes,Yes,Yes,Yes,Yes,"IEEE ICCI*CC 2016
SAM, WorldComp 2016",Prefer not to answer,,5 (Always),"Open source coding
Linux expertise
Handling uncertain research areas","Legal knowledge
Patent filing knowledge
Hadoop","Cygwin
C programming
Matlab",Other,Linux over Windows,Prefer not to answer,,"C
Matlab
Python",No,No,No,No,Yes,Yes,No,,No,,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,No,No,No,Yes,No,No,Mitacs,No,No,,
131,2017-02-28 18:47:56,13,en,2017-02-28 18:43:04,2017-02-28 18:47:56,Canada,,Yes,Bachelors Degree,Information technology,,,7,5 (about half my time),5 (about half my time),6,7,5 (about half my time),11,Yes,10,10+,50%,No,Yes,No,Yes,No,Kanban,,No,,Non-profit,,Programmer,Information technology,,Full-time,,Yes,,,,No,No,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,,4,,3,,,,Mac OS,,Mac OS,,,No,No,No,Yes,No,Yes,No,,Yes,Software,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,No,No,No,No,No,No,,No,No,,
174,2017-02-28 19:19:12,13,en,2017-02-28 19:01:30,2017-02-28 19:19:12,Canada,,Yes,Doctorate,Information technology,,,2,5 (about half my time),2,2,3,5 (about half my time),30,No,3,Just me,0%,No,Yes,No,No,No,No formal methodology,,Yes,0,University,,Professor,Information technology,,Full-time,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,3,"Github
Project web site",1 (Never),"1. Must  be able to communicate - understand what the problem is that the software is to solve
2. Needs to be proficient in several different programming languages/tools to be able to adopt the appropriate development environment
3. Needs to understand the computational environment - operating system, sequential vs parallel, cpu vs gpu, etc.",1. Additional technical expertise and proficiency,"1. Java
2. Python
3. Eclipse",Windows,,Windows,,"1. Java
2. Python
3. C",Yes,Yes,No,No,Yes,Yes,No,,No,,No,,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,No,Yes,No,No,No,Yes,No,No,,Yes,No,,
180,2017-02-28 19:16:29,13,en,2017-02-28 19:03:00,2017-02-28 19:16:29,Canada,,Yes,Bachelors Degree,Information technology,,,5 (about half my time),5 (about half my time),5 (about half my time),7,8,5 (about half my time),10,Yes,2,6-9,100%,No,No,Yes,Yes,Yes,Scrum,,Yes,2,Private sector,,Project Director,Information technology,,Full-time,,Yes,,,,No,No,No,No,No,No,,1 (Never),,4,Understanding of multiple platforms. Ability to teach others Ablility to clearly explain,"Manage time better, Manage workers better Be a louder speaker","ezscrum, ajax anwhere",Windows,,Windows,,Java Python Html,No,No,No,Yes,No,No,No,,Yes,External System,No,,No,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,No,No,No,No,No,No,,No,No,,
211,2017-02-28 19:20:01,13,en,2017-02-28 19:10:54,2017-02-28 19:20:01,Canada,,No,Bachelors Degree,Other,Sport Management,,1 (never),3,1 (never),1 (never),9,4,,No,3,3-5,50%,No,Yes,No,Yes,Yes,No formal methodology,,Yes,0,College,,Research Project Manager,Other,Precision Agriculture,Full-time,,Yes,,,,Yes,Prefer not to answer,No,Prefer not to answer,Prefer not to answer,Yes,,Prefer not to answer,GitHub,Prefer not to answer,"Flexibility
Communication
Willingness to listen","Programming
GUI
Database development","Outlook
Slack
Word/Excel",Windows,,Windows,,"ASP.Net
C#
PHP",No,No,No,Yes,No,No,No,,Prefer not to answer,,Prefer not to answer,,No,Yes,Yes,No,Yes,Yes,No,No,Funding,No,No,No,No,No,Yes,No,No,"Ontario Centres of Excellence, individual company partners",Yes,I'm not familiar with CAF,,
249,2017-02-28 19:47:37,13,en,2017-02-28 19:21:33,2017-02-28 19:47:37,Canada,,Yes,Doctorate,Agricultural engineering,,"P.Ag., (also hold a postgraduate diploma in Engineering Computation)",7,2,5 (about half my time),5 (about half my time),1 (never),1 (never),12,Prefer not to answer,2,3-5,25%,No,Yes,No,No,Yes,Waterfall,,No,0,College,,Research Programmer Associate,Other,"Agricultural land form analysis, yield analytics",Part-time,,No,No,Yes,Yes,No,No,No,No,No,No,,1 (Never),,1 (Never),"1. computer science subjects
2. subject related (i.e., area being targeted by the project; eg. agriculture, medicine, mechatronics, etc.)
3. programming language(s)","parallel processing
project management
job search","Microsoft Visual Developer Studio
Notepad++
Microsoft command line",Other,"GNU/Linux for availability of scientific libraries, and Microsoft for the IDE",Other,"Windows for Desktop, and Linux for web applications","C/C++
PHP
C#
Javascript
Java
Matlab/Octave",No,Yes,No,No,No,Yes,No,,No,,No,,No,Yes,Yes,Yes,Yes,No,No,Yes,,Yes,No,No,No,No,No,No,Yes,,No,I'm not familiar with CAF,,
266,2017-02-28 19:48:53,13,en,2017-02-28 19:40:04,2017-02-28 19:48:53,Canada,,Yes,College Diploma,Information technology,,,10 (all my time),8,8,4,5 (about half my time),2,2,Yes,3,3-5,50%,No,Yes,No,Yes,Yes,No formal methodology,,No,0,College,,Research Associate,Agricultural engineering,,Contract,,Yes,,,,Yes,No,No,No,No,Prefer not to answer,,2,GitHub,1 (Never),"Problem solving
Ability to translate pseudocode to code
Analyzing new features","Debugging skills
Communication
Documentation","Visual Studio Code / IDE
SQL server management studio
Xen server",Windows,,Windows,,"C#
HTML
JavaScript
C++
PHP
Java",No,No,No,No,Yes,No,No,,Yes,Software,No,,No,Prefer not to answer,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,No,No,No,No,No,No,,Yes,I'm not familiar with CAF,"Facebook
Google",
267,,3,en,2017-02-28 19:44:47,2017-02-28 19:49:46,Canada,,No,College Diploma,Structural engineering,,,1 (never),1 (never),,1 (never),,,,,,Just me,,No,No,Yes,No,,No formal methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
268,2017-02-28 19:56:01,13,en,2017-02-28 19:48:54,2017-02-28 19:56:01,Canada,,Yes,Bachelors Degree,Applied mathematics,,CAPM,2,4,3,4,1 (never),3,15,No,2,Just me,50%,No,Yes,No,Yes,No,No formal methodology,,No,0,University,,DBA,Other,Administration,Full-time,,Yes,,,,No,No,No,No,No,No,,2,,1 (Never),,,,GNU/Linux,,GNU/Linux,,"C
Bash
Php
Asp.net
Python",No,No,No,No,Yes,Yes,No,,No,,No,,No,Yes,Yes,Yes,No,No,Yes,Yes,,Yes,No,No,No,No,No,No,No,,No,No,,
286,2017-02-28 22:05:23,13,en,2017-02-28 21:58:20,2017-02-28 22:05:23,Canada,,Yes,Bachelors Degree,Information technology,,,7,6,5 (about half my time),4,3,2,6,Yes,5,6-9,100%,No,Yes,Yes,Yes,Yes,Waterfall,,Yes,3,Private sector,,manager,Information technology,,Full-time,,Yes,,,,No,No,No,No,No,No,,2,,2,,,,Windows,,Windows,,,No,No,No,No,Yes,No,No,,Yes,Software,No,,No,Yes,No,Yes,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,,Yes,No,Facebook,
294,2017-03-01 01:28:56,13,en,2017-03-01 01:14:16,2017-03-01 01:28:56,Canada,,Yes,Doctorate,Other,Computer Engineering/Science,,4,10 (all my time),5 (about half my time),1 (never),5 (about half my time),Prefer not to answer,20,Yes,5,2,75%,No,Yes,No,No,No,No formal methodology,,Yes,0,University,,Associate Professor,Information technology,,Full-time,,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,"ICDCS, IPCCC, MASCOTS, IWQoS, LCN, ACM Multimedia",Prefer not to answer,,Prefer not to answer,One most important skill is research skill.  The developer must understand the nature of research and how it is different from industry project.,,"cloud, SDN, spark, video codec standards",Mac OS,,GNU/Linux,,"Java, C/C++, Python, JavaScript, Perl",No,Yes,No,Yes,Yes,Yes,No,,No,,No,,No,Yes,Yes,No,Yes,No,Yes,No,,No,No,No,No,No,Yes,No,No,,No,I'm not familiar with CAF,"Facebook, Amazon AWS",
295,2017-03-01 03:46:25,13,en,2017-03-01 03:38:36,2017-03-01 03:46:25,Canada,,Yes,Doctorate,Theoretical physics and chemistry,,,3,9,4,4,6,8,30,No,5,6-9,100%,No,Yes,No,Yes,No,No formal methodology,,No,0,University,,professor,Theoretical physics and chemistry,,Full-time,,Yes,,,,Yes,Yes,Yes,Yes,No,No,,4,,1 (Never),"intelligence
patience",python,fortran,GNU/Linux,,GNU/Linux,,fortran,Yes,No,No,No,Yes,No,No,,No,,No,,No,Yes,No,No,Yes,Yes,No,No,,No,No,No,No,No,Yes,No,No,,Yes,No,google,
299,2017-03-01 06:41:16,13,en,2017-03-01 06:35:46,2017-03-01 06:41:16,Canada,,Yes,College Diploma,Information technology,,,10 (all my time),4,10 (all my time),5 (about half my time),1 (never),1 (never),3,Yes,4,Just me,0%,No,Yes,No,Yes,Yes,No formal methodology,,No,0,College,,Research Associate,Information technology,,Full-time,,Prefer not to answer,,,,Yes,No,No,No,No,Yes,Farms.com Conference,5 (Always),,1 (Never),,,,Windows,,Windows,,,No,No,No,No,No,No,No,,Yes,Software,Yes,Prefer not to answer,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,No,No,No,No,No,No,,Yes,I'm not familiar with CAF,,
304,2017-03-01 11:19:14,13,en,2017-03-01 10:48:42,2017-03-01 11:19:14,Canada,,Yes,Doctorate,Evolution and ecology,,,3,3,5 (about half my time),3,3,2,3,No,2,3-5,50%,No,Yes,No,Yes,Yes,Waterfall,,No,0,Private sector,,CEO,Other,bioacoustics,Full-time,,Yes,,,,Yes,Yes,No,Yes,Yes,Yes,"North American Symposium on Bat Research, Ecological Society of America, Association des Biologistes du Québec (workshop)",5 (Always),GitHub and Bitbucket,3,"Organized, perfectionist, perseverance, hardworking. Knowing at least two programming languages ​​and having an excellent knowledge of tools and third-party software that enhance programming, code revision and teamwork","Start working with Python, develop my expertise in deep learning and signal processing","R Devtools and Rmarkdown packages
Github",GNU/Linux,,Windows,,"R language mainly, C++",No,Yes,No,No,Yes,Yes,No,,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,No,No,No,No,No,No,Environmental and Climatic Change Canada,Yes,No,"Google, LinkedIn, Research Gate",
305,2017-03-01 13:04:48,13,en,2017-03-01 12:20:30,2017-03-01 13:04:48,Canada,,Yes,Doctorate,Fluid mechanics,,,5 (about half my time),5 (about half my time),5 (about half my time),5 (about half my time),5 (about half my time),5 (about half my time),4,Yes,2,6-9,75%,No,Yes,No,No,Yes,Prefer not to answer,,No,1,University,,Graduate student,Fluid mechanics,,Full-time,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,CarPEFC,5 (Always),OpenFCST,3,"Programming skill, understanding the algorithms and efficiency of the code.","Programming skill, understanding the algorithms and efficiency of the code.","C++, Matlab and Python.",GNU/Linux,,GNU/Linux,,"C++, Matlab and Python.",No,No,No,No,No,Yes,No,,Yes,Software,No,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,No,No,No,No,Yes,No,No,,Yes,No,AFCC.,
306,2017-03-01 13:18:21,13,en,2017-03-01 12:27:10,2017-03-01 13:18:21,Canada,,Yes,Masters Degree,Applied mathematics,,,7,10 (all my time),8,2,2,3,4,Yes,1,3-5,75%,No,Yes,No,Yes,Yes,Other,test-driven development,No,0,University,,Research Assistant / Graduate Student (Ph.D.),Fuel and energy technology,,Grad student,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1. A. Kosakian, M. Secanell, D. Novitski, and S. Holdcroft, “Numerical estimation of oxygen transport properties in thin polymer membranes.” Proceedings of the Canadian Society for Mechanical Engineering International Congress, Kelowna, BC, Canada, June 26-29, 2016
2. A. Kosakian, M. Secanell, D. Novitski, and S. Holdcroft, “A numerical algorithm for estimation of oxygen transport properties in thin polymer membranes.”  5th Annual CaRPE-FC Technical Review Meeting, Vancouver, BC, Canada, May 2-3, 2016 (talk and poster)",5 (Always),"https://github.com/OpenFCST/OpenFCSTv03

Other (closed): Bitbucket - contains most of my work (development version of OpenFCST, to be released in late 2017)",Prefer not to answer,"1. Flexibility: ability to learn and work with different software and programming languages
2. Knowledge of principles of (scientific) programming and algorithmic thinking
3. Ability to test and document their own code","1. More languages/standards: C++11, Python
2. Better C++ skills
3. Better algorithmic thinking, faster coding with same (high) quality","1. git, Bitbucket
2. JIRA
3. Linux",GNU/Linux,,GNU/Linux,,"C++, MATLAB, Python",No,No,No,No,Yes,Yes,No,,Yes,External System,Prefer not to answer,,No,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,No,No,,Yes,I'm not familiar with CAF,Google (all university email accounts and some services),
307,2017-03-01 13:02:04,13,en,2017-03-01 12:48:10,2017-03-01 13:02:04,Canada,,Yes,Doctorate,Other studies in natural sciences and engineering,,,6,7,8,2,2,3,10,No,7,2,0%,No,Yes,No,Yes,No,No formal methodology,,Yes,0,Private sector,,,Other studies in natural sciences and engineering,,Full-time,,Yes,,,,Yes,No,No,No,No,Prefer not to answer,,5 (Always),,4,,,,Windows,,Windows,,"R, C++, C",No,No,No,No,Yes,Yes,No,,Yes,External System,No,,No,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,No,No,No,No,No,No,No,,Yes,I'm not familiar with CAF,,
